id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,totalSpent,userId
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687476000,1609687476000,,1609687477000,1609687476000,750,1609601076000,1,1,5ff1e1b4cfcf6c399c274a54
5ff1e1eb0a720f0523000576,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687531000,1609687531000,1609687532000,1609687536000,1609687532000,300,1609632000000,2,26,5ff1e1eacfcf6c399c274ae6
5ff1e1c80a720f052300056d,5,All-receipts receipt bonus,1609687496000,1609687496000,1609687502000,1609687502000,1609687496000,5,1609601096000,2,1,5ff1e194b6a9d73a3a9f1052
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604089081000,1604089081000,1609688395000,1609688395000,1609688395000,389.2,1604002681000,6,14,5f9c74e3f1937815bd2c1d73
5ff1e1960a720f0523000567,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687446000,1609687446000,1609687450000,1609687450000,1609687450000,750,1609601046000,1,1,5ff1e196cfcf6c399c274a38
5ff1e1ec0a7214ada100056c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687532000,1609687532000,1609687532000,1609687537000,1609687532000,150,1609632000000,2,21,5ff1e1eacfcf6c399c274ae6
5ff1e1d70a720f0523000571,40,COMPLETE_PARTNER_RECEIPT,1609687511000,1609687511000,1609687512000,1609687512000,1609687512000,185,1609601111000,2,2,5ff1e194b6a9d73a3a9f1052
5ff1e1c60a7214ada100055e,5,All-receipts receipt bonus,1609687494000,1609687494000,1609687499000,1609687499000,1609687494000,5,1609601094000,2,1,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a7214ada1000570,5,All-receipts receipt bonus,1609687534000,1609687534000,1609687535000,1609687540000,1609687535000,5,1609632000000,5,27,5ff1e1eacfcf6c399c274ae6
5ff1e1cf0a720f0523000570,5,All-receipts receipt bonus,1609687503000,1609687503000,1609687509000,1609687509000,1609687503000,5,1609601103000,2,1,5ff1e194b6a9d73a3a9f1052
5ff1e1e10a720f0523000572,25,COMPLETE_NONPARTNER_RECEIPT,1609687521000,1609687521000,1609687521000,1609687526000,1609687521000,35,1609601121000,1,1,5ff1e194b6a9d73a3a9f1052
5ff1e1d40a7214ada1000562,,,1609687508000,1609687508000,,1609687508000,,,1509321600000,3,3,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a720f0523000578,5,All-receipts receipt bonus,1609687534000,1609687534000,1609687534000,1609687539000,1609687534000,5,1609632000000,4,27,5ff1e1eacfcf6c399c274ae6
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789699000,1609789699000,1609789700000,1609789700000,1609789700000,650,1608422400000,10,10,5ff370c562fde912123a5e0e
5ff36dcc0a720f05230005b1,5,All-receipts receipt bonus,1609788876000,1609788876000,1609788876000,1609788876000,1609788876000,55,1609788876000,1,0.99,5ff36d0362fde912123a5535
5ff36c750a7214ada100058f,,,1609788533000,1609788533000,1609788534000,1609788534000,1609788534000,500,1609702133000,9,89.91,5ff36be7135e7011bcb856d3
5ff36d860a720f05230005a7,45,COMPLETE_PARTNER_RECEIPT,1609788806000,1609788806000,1609788806000,1609788806000,1609788806000,50,1609702406000,1,1,54943462e4b07e684157a532
5ff36d9f0a720f05230005ab,45,COMPLETE_PARTNER_RECEIPT,1609788831000,1609788831000,1609788831000,1609788831000,1609788831000,50,1608406431000,1,1,5ff36d0362fde912123a5535
5ff36adb0a720f0523000590,,,1609788123000,1609788123000,1609788124000,1609788124000,1609788124000,250,1609308000000,5,49.95,5ff36a3862fde912123a4460
5ff36da00a7214ada100059b,5,All-receipts receipt bonus,1609788832000,1609788832000,1609788832000,1609788832000,1609788832000,5,1609702432000,1,1,5ff36d0362fde912123a5535
5ff36dc40a7214ada100059f,5,All-receipts receipt bonus,1609788868000,1609788868000,1609788868000,1609788868000,1609788868000,355,1609702468000,9,89.91,5ff36d0362fde912123a5535
5ff3710b0a7214ada10005a7,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789707000,1609789707000,1609789708000,1609789708000,1609789708000,600,1609703307000,9,89.91,5ff370c562fde912123a5e0e
5ff36d780a7214ada1000593,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788792000,1609788792000,1609788794000,1609788794000,1609788794000,1750,1609788792000,1,10,5ff36d78135e7011bcb86488
5ff371410a7214ada10005ba,45,COMPLETE_PARTNER_RECEIPT,1609789761000,1609789761000,1609789761000,1609789761000,1609789761000,350,1609703361000,1,1,5ff370c562fde912123a5e0e
5ff36c8b0a720f05230005a1,5,All-receipts receipt bonus,1609788555000,1609788555000,1609788557000,1609788557000,1609788557000,5,1609702155000,1,1,54943462e4b07e684157a532
5ff36c550a7214ada1000588,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788501000,1609788501000,1609788501000,1609788501000,1609788501000,750,1609480800000,5,25,5ff36be7135e7011bcb856d3
5ff36acb0a720f052300058d,5,All-receipts receipt bonus,1609788107000,1609788107000,1609788108000,1609788108000,1609788108000,55,1609701707000,9,89.91,5ff36a3862fde912123a4460
5ff371450a7214ada10005bd,5,All-receipts receipt bonus,1609789765000,1609789765000,1609789766000,1609789766000,1609789766000,5,1608789600000,5,49.95,5ff370c562fde912123a5e0e
5ff36d9d0a720f05230005aa,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788829000,1609788829000,1609788829000,1609788829000,1609788829000,225,1609480800000,5,25,5ff36d0362fde912123a5535
5ff36c590a7214ada1000589,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788505000,1609788505000,1609788505000,1609788505000,1609788505000,275,1609308000000,5,25,5ff36be7135e7011bcb856d3
5ff29be20a7214ada1000571,25,COMPLETE_NONPARTNER_RECEIPT,1609735138000,1609735138000,1609735146000,1609735149000,1609735146000,25,1609632000000,1,1,5964eb07e4b03efd0c0f267b
5ff3416f0a7214ada1000576,25,COMPLETE_NONPARTNER_RECEIPT,1609777519000,1609777519000,1609777519000,1609777519000,1609777519000,25,1609718400000,1,28.57,5c3388caea88e15513a95069
5ff36c6d0a720f0523000597,5,All-receipts receipt bonus,1609788525000,1609788525000,1609788525000,1609788525000,1609788525000,5,1609702125000,4,18.2,5ff36be7135e7011bcb856d3
5ff36a830a7214ada100057b,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788035000,1609788035000,1609788036000,1609788036000,1609788036000,100,1608405635000,1,1,5ff36a3862fde912123a4460
5ff36c570a720f0523000593,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788503000,1609788503000,1609788503000,1609788503000,1609788503000,250,1609702103000,1,10,5ff36be7135e7011bcb856d3
5ff3713c0a7214ada10005b6,,,1609789756000,1609789756000,1609789756000,1609789756000,1609789756000,350,1609703356000,1,10,5ff370c562fde912123a5e0e
5ff371130a7214ada10005aa,45,COMPLETE_PARTNER_RECEIPT,1609789715000,1609789715000,1609789716000,1609789716000,1609789716000,100,1609789715000,1,0.99,5ff370c562fde912123a5e0e
5ff370f00a7214ada10005a3,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789680000,1609789680000,1609789681000,1609789681000,1609789681000,500,1608508800000,5,49.95,5ff370c562fde912123a5e0e
5ff371240a7214ada10005b3,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789732000,1609789732000,1609789732000,1609789732000,1609789732000,755,1609703332000,1,1,5ff37124135e7011bcb86bc3
5ff36c8d0a7214ada1000591,5,All-receipts receipt bonus,1609788557000,1609788557000,1609788557000,1609788557000,1609788557000,5,1609702157000,1,1,54943462e4b07e684157a532
5ff36ad40a7214ada1000585,5,All-receipts receipt bonus,1609788116000,1609788116000,1609788116000,1609788116000,1609788116000,55,1609788116000,1,0.99,5ff36a3862fde912123a4460
5ff36dcb0a7214ada10005a0,5,All-receipts receipt bonus,1609788875000,1609788875000,1609788876000,1609788876000,1609788876000,5,1609702475000,1,9.99,5ff36d0362fde912123a5535
5ff3416d0a7214ada1000575,25,COMPLETE_NONPARTNER_RECEIPT,1609777517000,1609777517000,1609777517000,1609777517000,1609777517000,25,1609718400000,1,28.57,5c3388caea88e15513a95069
5ff4ce430a7214ada10005d8,5,All-receipts receipt bonus,1609879107000,1609879107000,1609879108000,1609879113000,1609879108000,5,1609804800000,4,25,5ff4ce3dc3d63511e2a484dc
5ff4ce400a7214ada10005d5,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879104000,1609879104000,1609879104000,1609879109000,1609879104000,150,1609804800000,5,27,5ff4ce3dc3d63511e2a484dc
5ff4a4ca0a7214ada10005d0,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609868490000,1609868490000,,1609868492000,,750,1599955200000,2,34.96,5fbc35711d967d1222cbfefc
5ff473de0a720f05230005bd,5,All-receipts receipt bonus,1609855966000,1609855966000,1609855967000,1609855967000,1609855967000,5,1608732766000,1,1,54943462e4b07e684157a532
5ff4ce8c0a7214ada10005e6,25,COMPLETE_NONPARTNER_RECEIPT,1609879180000,1609879180000,1609879181000,1609879186000,1609879181000,35,1609792780000,1,1,5ff4ce33c3d63511e2a484b6
5ff4ce3d0a7214ada10005d3,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879101000,1609879101000,1609879102000,1609879107000,1609879102000,750,1609804800000,2,29,5ff4ce3dc3d63511e2a484dc
5ff473b40a7214ada10005c5,45,COMPLETE_PARTNER_RECEIPT,1609855924000,1609855924000,1609855924000,1609855924000,1609855924000,50,1609769524000,1,1,5ff47392c3d63511e2a47881
5ff473f30a720f05230005c0,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609855987000,1609855987000,1609855988000,1609855988000,1609855988000,1800,1609855987000,1,10,5ff473f3c1e2d0121a9b2707
5ff4ce3a0a7214ada10005d2,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879098000,1609879098000,1609879099000,1609879103000,1609879099000,750,1609804800000,2,21,5ff4ce3ac1e2d0121a9b2fb3
5ff473a90a7214ada10005c2,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609855913000,1609855913000,1609855914000,1609855914000,1609855914000,275,1609394400000,5,25,5ff47392c3d63511e2a47881
5ff473b10a7214ada10005c4,,,1609855921000,1609855921000,1609855921000,1609855921000,1609855921000,250,1609567200000,5,49.95,5ff47392c3d63511e2a47881
5ff475820a7214ada10005cf,,,1609856386000,1609856386000,,1609856386000,,,,,,5a43c08fe4b014fd6b6a0612
5ff4ce550a7214ada10005db,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879125000,1609879125000,1609879131000,1609879131000,1609879126000,300,1609792725000,2,1,5ff4ce33c3d63511e2a484b6
5ff4ce430a720f05230005c9,5,All-receipts receipt bonus,1609879107000,1609879107000,1609879107000,1609879112000,1609879107000,5,1609804800000,1,29,5ff4ce3dc3d63511e2a484dc
5ff473d40a7214ada10005c9,5,All-receipts receipt bonus,1609855956000,1609855956000,1609855957000,1609855957000,1609855957000,5,1609855956000,1,9.99,5ff47392c3d63511e2a47881
5ff4ce690a7214ada10005e2,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879145000,1609879145000,,1609879147000,1609879146000,810,1609792744000,5,13,5ff4ce68c1e2d0121a9b3022
5ff473f60a7214ada10005ce,,,1609855990000,1609855990000,1609855991000,1609855991000,1609855991000,250,1609394400000,5,49.95,5ff47392c3d63511e2a47881
5ff473cf0a7214ada10005c8,5,All-receipts receipt bonus,1609855951000,1609855951000,1609855952000,1609855952000,1609855952000,305,1609769551000,1,9.99,5ff47392c3d63511e2a47881
5fa5ad370a720f05ef000089,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604693303000,1604693303000,1609880020000,1609880020000,1609880020000,9449.8,1604606903000,11,291,5fa5ad376a26f611e71ab5ef
5ff4ce650a7214ada10005e1,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879141000,1609879141000,,1609879142000,1609879142000,750,1609792741000,1,1,5ff4ce65c3d63511e2a4853b
5ff473e40a7214ada10005cc,45,COMPLETE_PARTNER_RECEIPT,1609855972000,1609855972000,1609855973000,1609855973000,1609855973000,50,1609769572000,1,1,54943462e4b07e684157a532
5ff4ce3c0a720f05230005c4,,,1609879100000,1609879100000,,1609879100000,,,,0,0,5ff4ce3cc1e2d0121a9b2fba
5ff473d00a720f05230005bb,5,All-receipts receipt bonus,1609855952000,1609855952000,1609855952000,1609855952000,1609855952000,55,1609855952000,1,0.99,5ff47392c3d63511e2a47881
5ff473b20a720f05230005b7,5,All-receipts receipt bonus,1609855922000,1609855922000,1609855923000,1609855923000,1609855923000,5,1608876000000,5,49.95,5ff47392c3d63511e2a47881
5ff473ad0a7214ada10005c3,45,COMPLETE_PARTNER_RECEIPT,1609855917000,1609855917000,1609855917000,1609855917000,1609855917000,50,1609769517000,1,1,5ff47392c3d63511e2a47881
5ff4ce640a7214ada10005e0,25,COMPLETE_NONPARTNER_RECEIPT,1609879140000,1609879140000,1609879140000,1609879140000,1609879140000,25,1612557540000,1,1,5ff4ce33c3d63511e2a484b6
5ff4ce3f0a720f05230005c6,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879103000,1609879103000,1609879104000,1609879108000,1609879104000,300,1609804800000,2,29,5ff4ce3dc3d63511e2a484dc
5ff4ce4e0a7214ada10005da,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879118000,1609879118000,1609879124000,1609879124000,1609879118000,500,1609792718000,2,1,5ff4ce33c3d63511e2a484b6
5ff473bc0a720f05230005b8,,,1609855932000,1609855932000,1609855933000,1609855933000,1609855933000,91.2,1609769532000,4,18.2,5ff47392c3d63511e2a47881
5ff4a80e0a720f05230005c2,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609869326000,1609869326000,1609869329000,1609869329000,1609869329000,750,1609286400000,2,34.96,5fbc35711d967d1222cbfefc
5ff5d1da0a7214ada10005f8,5,All-receipts receipt bonus,1609945562000,1609945562000,1609945563000,1609945563000,1609945563000,5,1608563162000,1,1,5ff5d15aeb7c7d12096d91a2
5ff5d1d40a7214ada10005f4,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945556000,1609945556000,1609945557000,1609945557000,1609945557000,825,1609945556000,5,25,5ff5d15aeb7c7d12096d91a2
5ff5d1a00a7214ada10005ed,45,COMPLETE_PARTNER_RECEIPT,1609945504000,1609945504000,1609945505000,1609945505000,1609945505000,50,1609859104000,1,1,54943462e4b07e684157a532
5ff5ecb90a7214ada10005f9,,,1609952440000,1609952440000,,1609952440000,,,,,,5a43c08fe4b014fd6b6a0612
5ff5d1e20a720f05230005da,45,COMPLETE_PARTNER_RECEIPT,1609945570000,1609945570000,1609945571000,1609945571000,1609945571000,50,1609859170000,1,1,5ff5d15aeb7c7d12096d91a2
5ff5d1e10a720f05230005d9,5,All-receipts receipt bonus,1609945569000,1609945569000,1609945569000,1609945569000,1609945569000,5,1608962400000,5,49.95,5ff5d15aeb7c7d12096d91a2
5ff5d1fd0a720f05230005de,5,All-receipts receipt bonus,1609945597000,1609945597000,1609945598000,1609945598000,1609945598000,55,1609859197000,9,89.91,5ff5d15aeb7c7d12096d91a2
5ff5d1d80a7214ada10005f6,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945560000,1609945560000,1609945560000,1609945560000,1609945560000,225,1609653600000,5,25,5ff5d15aeb7c7d12096d91a2
5ff5d19d0a7214ada10005ec,45,COMPLETE_PARTNER_RECEIPT,1609945501000,1609945501000,1609945502000,1609945502000,1609945502000,50,1609859101000,1,1,54943462e4b07e684157a532
5ff5d1f20a720f05230005db,5,All-receipts receipt bonus,1609945586000,1609945586000,1609945587000,1609945587000,1609945587000,5,1609859186000,4,18.2,5ff5d15aeb7c7d12096d91a2
5ff5d1dc0a720f05230005d6,5,All-receipts receipt bonus,1609945564000,1609945564000,1609945564000,1609945564000,1609945564000,5,1609859164000,1,1,5ff5d15aeb7c7d12096d91a2
5ff5d1dd0a720f05230005d7,,,1609945565000,1609945565000,1609945566000,1609945566000,1609945566000,250,1609653600000,5,49.95,5ff5d15aeb7c7d12096d91a2
5ff5d1a30a7214ada10005ef,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945507000,1609945507000,1609945508000,1609945508000,1609945508000,755,1609859107000,1,1,5ff5d1a38f142f11dd1886ba
5ff5d20c0a720f05230005e3,5,All-receipts receipt bonus,1609945612000,1609945612000,1609945613000,1609945613000,1609945613000,305,1609859212000,4,4.66,5ff5d15aeb7c7d12096d91a2
5ff5d1fa0a720f05230005dd,27,COMPLETE_PARTNER_RECEIPT,1609945594000,1609945594000,1609945594000,1609945594000,1609945594000,350.6,1609859194000,4,4.66,5ff5d15aeb7c7d12096d91a2
5ff5d1d80a7214ada10005f7,,,1609945560000,1609945560000,1609945561000,1609945561000,1609945561000,125,1609480800000,5,25,5ff5d15aeb7c7d12096d91a2
5ff5d1f40a720f05230005dc,5,All-receipts receipt bonus,1609945588000,1609945588000,1609945589000,1609945589000,1609945589000,305,1608595200000,10,10,5ff5d15aeb7c7d12096d91a2
5ff5d2060a720f05230005e0,,,1609945606000,1609945606000,1609945606000,1609945606000,1609945606000,50,1609859206000,1,9.99,5ff5d15aeb7c7d12096d91a2
5ff618e30a7214ada10005fa,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609963747000,1609963747000,1609963782000,1609963785000,1609963782000,793.1,1609891200000,16,52.12,5ff616a68f142f11dd189163
5ff5d2060a720f05230005e1,45,COMPLETE_PARTNER_RECEIPT,1609945606000,1609945606000,1609945607000,1609945607000,1609945607000,100,1609945606000,1,0.99,5ff5d15aeb7c7d12096d91a2
5ff5d1df0a720f05230005d8,5,All-receipts receipt bonus,1609945567000,1609945567000,1609945568000,1609945568000,1609945568000,5,1609653600000,5,49.95,5ff5d15aeb7c7d12096d91a2
5ff5d1990a7214ada10005ea,5,All-receipts receipt bonus,1609945497000,1609945497000,1609945498000,1609945498000,1609945498000,5,1608822297000,1,1,54943462e4b07e684157a532
5ff5d1d00a7214ada10005f2,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945552000,1609945552000,1609945553000,1609945553000,1609945553000,1800,1609945552000,1,10,5ff5d1d08f142f11dd18884c
5ff5d1d60a7214ada10005f5,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945558000,1609945558000,1609945558000,1609945558000,1609945558000,200,1609859158000,1,10,5ff5d15aeb7c7d12096d91a2
5ff5d1940a7214ada10005e9,5,All-receipts receipt bonus,1609945492000,1609945492000,1609945496000,1609945496000,1609945496000,5,1608822292000,1,1,54943462e4b07e684157a532
5ff5d2030a720f05230005df,25,COMPLETE_NONPARTNER_RECEIPT,1609945603000,1609945603000,1609945603000,1609945603000,1609945603000,25,1609945603000,1,9.99,5ff5d15aeb7c7d12096d91a2
5ff5d1a10a7214ada10005ee,45,COMPLETE_PARTNER_RECEIPT,1609945505000,1609945505000,1609945506000,1609945506000,1609945506000,50,1609859105000,1,1,54943462e4b07e684157a532
5ff5d19c0a7214ada10005eb,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945500000,1609945500000,1609945500000,1609945500000,1609945500000,750,1609859100000,1,1,5ff5d19b8f142f11dd188696
5ff5d1cb0a7214ada10005f0,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945547000,1609945547000,1609945548000,1609945548000,1609945548000,750,1609480800000,5,49.95,5ff5d15aeb7c7d12096d91a2
5ff5d20b0a720f05230005e2,5,All-receipts receipt bonus,1609945611000,1609945611000,1609945611000,1609945611000,1609945611000,5,1609945611000,1,9.99,5ff5d15aeb7c7d12096d91a2
5ff73be50a720f0523000608,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610038245000,1610038245000,1610038245000,1610038250000,1610038245000,750,1609977600000,6,29,5ff73be5eb7c7d31ca8a45a7
5ff7946f0a720f052300063c,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609866511000,1609866511000,1610039315000,1610060917000,1610039315000,3250,1609848000000,3,23,5ff79464b3348b11c933738b
5ff726910a720f05230005f1,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610032785000,1610032785000,1610032785000,1610032790000,1610032785000,100,1609977600000,4,25,5ff7268eeb7c7d12096da2a9
5ff774200a7214ada1000638,,,1610052640000,1610052640000,1610052640000,1610052640000,,0,1609977600000,2,6.18,5ff7741e04929111f6e90902
5ff74fd10a720f0523000619,5,All-receipts receipt bonus,1610043345000,1610043345000,1610043347000,1610043347000,1610043347000,5,1609956945000,1,1,54943462e4b07e684157a532
5ff73bdb0a720f0523000605,25,COMPLETE_NONPARTNER_RECEIPT,1610038235000,1610038235000,1610038235000,1610038235000,1610038235000,25,1609372800000,1,10,5ff73b90eb7c7d31ca8a452b
5ff794940a720f0523000640,5,All-receipts receipt bonus,1609866548000,1609866548000,1610039351000,1610060953000,1610039351000,4005,1609848000000,3,23,5ff79464b3348b11c933738b
5ff794020a720f0523000635,5,All-receipts receipt bonus,1609909602000,1609909602000,1610017604000,1610039206000,1610017604000,2005,1609823202000,1,1,5ff7930fb3348b11c93372a6
5ff73beb0a7214ada100061c,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610038251000,1610038251000,1610038252000,1610038256000,1610038252000,300,1609977600000,4,22,5ff73bea8f142f3276c3e84a
5ff794bf0a7214ada1000650,25,COMPLETE_NONPARTNER_RECEIPT,1609974591000,1609974591000,,1610039393000,,25,1609888191000,1,1,5ff7930fb3348b11c93372a6
5ff74faf0a720f0523000613,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610043311000,1610043311000,1610043313000,1610043313000,1610043313000,841.2,1609956911000,4,18.2,5ff74f3db3348b11c93361d1
5ff7945a0a7214ada1000646,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609866490000,1609866490000,1610039294000,1610060896000,1610039294000,5750,1609848000000,4,27,5ff79459b3348b11c933736d
5ff74ffe0a720f0523000621,5,All-receipts receipt bonus,1610043390000,1610043390000,1610043390000,1610043390000,1610043390000,5,1608768000000,5,49.95,5ff74f3db3348b11c93361d1
